track,fold,index,y_true,y_pred,abs_error,threshold_logit_1,threshold_logit_2,threshold_logit_3,threshold_logit_4,class_prob_1,class_logit_1,class_prob_2,class_logit_2,class_prob_3,class_logit_3,class_prob_4,class_logit_4,class_prob_5,class_logit_5
chief_complaint,5,2,4,4,0,5.074,2.576,0.1627,-3.125,0.00586,-5.14,0.06494,-2.734,0.3887,-0.945,0.4985,-0.6963,0.04208,-3.168
chief_complaint,5,12,3,4,1,4.652,2.318,0.2168,-2.621,0.009766,-4.63,0.0801,-2.525,0.356,-1.033,0.4863,-0.7207,0.0678,-2.691
chief_complaint,5,15,3,4,1,5.08,3.17,0.6846,-3.47,0.00586,-5.14,0.03467,-3.361,0.2944,-1.223,0.635,-0.4546,0.03017,-3.502
chief_complaint,5,17,3,3,0,4.2,0.6963,-2.883,-4.51,0.01465,-4.223,0.3179,-1.146,0.6143,-0.4873,0.04214,-3.166,0.010864,-4.523
chief_complaint,5,18,4,4,0,5.414,3.373,0.758,-3.098,0.004883,-5.32,0.02832,-3.564,0.2861,-1.251,0.6377,-0.45,0.0432,-3.143
chief_complaint,5,20,3,4,1,4.81,3.225,0.3235,-3.463,0.007812,-4.85,0.03076,-3.482,0.3813,-0.964,0.55,-0.598,0.0304,-3.494
chief_complaint,5,21,4,3,1,4.816,2.248,-0.1076,-3.582,0.007812,-4.85,0.0874,-2.438,0.4316,-0.8403,0.446,-0.807,0.02707,-3.61
chief_complaint,5,24,4,4,0,4.95,2.797,0.655,-2.846,0.006836,-4.984,0.0503,-2.99,0.2847,-1.257,0.6035,-0.505,0.0549,-2.902
chief_complaint,5,29,3,4,1,5.344,3.256,0.8135,-3.137,0.004883,-5.32,0.03174,-3.451,0.2705,-1.308,0.6514,-0.4287,0.04163,-3.18
chief_complaint,5,31,3,2,1,2.912,-0.675,-3.197,-4.336,0.05176,-2.96,0.611,-0.493,0.298,-1.21,0.02635,-3.637,0.012924,-4.348
chief_complaint,5,32,3,3,0,4.805,2.664,-2.283,-4.305,0.007812,-4.85,0.05713,-2.863,0.843,-0.171,0.0792,-2.535,0.01332,-4.32
chief_complaint,5,40,4,4,0,5.547,3.367,0.4177,-2.309,0.003906,-5.547,0.0293,-3.531,0.3638,-1.012,0.5127,-0.668,0.0904,-2.404
chief_complaint,5,44,4,4,0,5.344,3.256,0.8135,-3.137,0.004883,-5.32,0.03174,-3.451,0.2705,-1.308,0.6514,-0.4287,0.04163,-3.18
chief_complaint,5,50,4,3,1,4.97,1.445,-1.929,-4.566,0.006836,-4.984,0.1836,-1.695,0.6826,-0.3818,0.11664,-2.148,0.01029,-4.58
chief_complaint,5,52,4,3,1,4.902,2.727,-2.525,-4.55,0.007812,-4.85,0.0537,-2.924,0.8643,-0.1459,0.06366,-2.754,0.01045,-4.562
