track,fold,index,y_true,y_pred,abs_error,threshold_logit_1,threshold_logit_2,threshold_logit_3,threshold_logit_4,class_prob_1,class_logit_1,class_prob_2,class_logit_2,class_prob_3,class_logit_3,class_prob_4,class_logit_4,class_prob_5,class_logit_5
injury_cause,1,8,4,4,0,5.22,2.98,0.72,-2.959,0.00586,-5.14,0.04248,-3.158,0.2788,-1.277,0.6235,-0.4724,0.04932,-3.01
injury_cause,1,9,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,13,4,3,1,4.926,2.344,-0.1294,-3.729,0.006836,-4.984,0.08057,-2.52,0.4446,-0.8105,0.4446,-0.8105,0.02347,-3.752
injury_cause,1,22,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,26,4,4,0,5.438,3.01,0.7153,-3.096,0.003906,-5.547,0.04248,-3.158,0.2822,-1.265,0.628,-0.4653,0.04327,-3.14
injury_cause,1,33,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,34,4,4,0,4.574,2.814,0.3694,-2.834,0.01074,-4.535,0.0454,-3.092,0.3525,-1.043,0.5356,-0.6245,0.0555,-2.89
injury_cause,1,36,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,39,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,41,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,43,3,3,0,4.047,1.53,-1.018,-3.584,0.01709,-4.07,0.1611,-1.825,0.556,-0.587,0.2386,-1.433,0.02701,-3.611
injury_cause,1,45,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,53,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,63,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,67,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,73,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,76,2,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,79,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,83,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,86,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,90,2,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,92,2,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,108,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,111,3,3,0,4.59,1.76,-0.718,-3.469,0.00977,-4.63,0.1368,-1.989,0.526,-0.6426,0.2979,-1.211,0.03023,-3.498
injury_cause,1,115,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,120,4,3,1,3.379,1.518,-0.296,-3.047,0.0332,-3.404,0.1465,-1.921,0.3936,-0.9326,0.3813,-0.964,0.04535,-3.094
injury_cause,1,125,3,3,0,4.785,2.201,-0.3635,-3.65,0.00879,-4.734,0.0908,-2.398,0.4902,-0.713,0.3848,-0.955,0.02531,-3.676
injury_cause,1,130,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,132,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,133,4,3,1,4.152,1.685,-0.5166,-3.39,0.01563,-4.16,0.1411,-1.958,0.4695,-0.7563,0.3413,-1.075,0.0326,-3.424
injury_cause,1,138,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,140,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,141,4,4,0,5.24,2.994,0.6206,-3.264,0.004883,-5.32,0.04248,-3.158,0.3022,-1.196,0.614,-0.488,0.03683,-3.3
injury_cause,1,147,4,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,153,4,3,1,4.047,1.53,-1.018,-3.584,0.01709,-4.07,0.1611,-1.825,0.556,-0.587,0.2386,-1.433,0.02701,-3.611
injury_cause,1,156,2,3,1,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,159,4,3,1,4.8,1.899,-0.603,-3.498,0.007812,-4.85,0.1221,-2.104,0.5166,-0.6606,0.3242,-1.126,0.02936,-3.527
injury_cause,1,177,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,179,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,183,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,192,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
injury_cause,1,194,3,4,1,5.22,2.98,0.72,-2.959,0.00586,-5.14,0.04248,-3.158,0.2788,-1.277,0.6235,-0.4724,0.04932,-3.01
injury_cause,1,197,3,3,0,4.254,1.588,-0.8906,-3.191,0.01465,-4.223,0.1548,-1.865,0.5396,-0.617,0.2515,-1.381,0.0395,-3.232
