track,fold,index,y_true,y_pred,abs_error,threshold_logit_1,threshold_logit_2,threshold_logit_3,threshold_logit_4,class_prob_1,class_logit_1,class_prob_2,class_logit_2,class_prob_3,class_logit_3,class_prob_4,class_logit_4,class_prob_5,class_logit_5
injury_cause,3,3,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,7,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,10,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,23,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,28,3,3,0,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,46,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,51,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,56,4,4,0,4.566,3.273,0.87,-3.084,0.01074,-4.535,0.02588,-3.654,0.2588,-1.352,0.6606,-0.4146,0.04376,-3.129
injury_cause,3,58,3,4,1,4.684,3.434,0.598,-3.1,0.00879,-4.734,0.02246,-3.797,0.3237,-1.128,0.602,-0.5073,0.04312,-3.145
injury_cause,3,62,2,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,71,2,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,77,3,3,0,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,80,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,82,3,3,0,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,91,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,93,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,95,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,96,4,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,99,3,4,1,4.664,2.777,0.153,-3.768,0.009766,-4.63,0.04883,-3.02,0.4033,-0.908,0.5156,-0.6626,0.02258,-3.791
injury_cause,3,109,2,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,110,3,3,0,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,116,2,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
injury_cause,3,117,2,3,1,4.45,1.804,-1.051,-3.266,0.01172,-4.445,0.1299,-2.041,0.5996,-0.5117,0.2223,-1.504,0.03677,-3.303
