track,fold,index,y_true,y_pred,abs_error,threshold_logit_1,threshold_logit_2,threshold_logit_3,threshold_logit_4,class_prob_1,class_logit_1,class_prob_2,class_logit_2,class_prob_3,class_logit_3,class_prob_4,class_logit_4,class_prob_5,class_logit_5
chief_complaint,2,0,4,4,0,5.34,3.312,0.649,-3.182,0.004883,-5.32,0.02979,-3.514,0.3086,-1.176,0.6167,-0.4834,0.03986,-3.223
chief_complaint,2,1,4,4,0,5.277,3.562,1.028,-2.96,0.004883,-5.32,0.02246,-3.797,0.2358,-1.444,0.6875,-0.3748,0.04922,-3.012
chief_complaint,2,11,3,3,0,4.816,2.668,-1.773,-4.414,0.007812,-4.85,0.05713,-2.863,0.79,-0.2357,0.1332,-2.016,0.011955,-4.426
chief_complaint,2,35,5,5,0,3.13,2.865,2.328,0.8687,0.042,-3.17,0.01172,-4.445,0.03516,-3.348,0.207,-1.575,0.704,-0.3508
chief_complaint,2,37,4,3,1,4.66,2.99,-2.078,-4.3,0.009766,-4.63,0.0376,-3.281,0.8413,-0.1729,0.09796,-2.322,0.013374,-4.312
chief_complaint,2,38,2,2,0,3.348,-0.4966,-2.24,-3.441,0.03418,-3.377,0.588,-0.5312,0.282,-1.266,0.0652,-2.73,0.031,-3.473
chief_complaint,2,48,4,4,0,5.37,3.166,0.796,-3.12,0.004883,-5.32,0.03564,-3.334,0.2705,-1.308,0.6465,-0.4363,0.04233,-3.162
chief_complaint,2,49,4,3,1,4.957,2.445,-0.3738,-3.984,0.006836,-4.984,0.07324,-2.613,0.512,-0.669,0.3894,-0.9434,0.01826,-4.004
chief_complaint,2,59,3,4,1,4.97,3.318,1.215,-3.244,0.006836,-4.984,0.02783,-3.582,0.1943,-1.638,0.7334,-0.31,0.03754,-3.283
chief_complaint,2,61,4,4,0,5.13,3.695,1.562,-2.057,0.00586,-5.14,0.01807,-4.016,0.1494,-1.901,0.7134,-0.3376,0.1134,-2.178
chief_complaint,2,72,3,3,0,4.016,1.27,-1.193,-3.605,0.01709,-4.07,0.2026,-1.597,0.5474,-0.6025,0.2063,-1.578,0.02644,-3.633
chief_complaint,2,74,3,4,1,5.09,3.229,0.127,-3.12,0.00586,-5.14,0.0327,-3.42,0.4297,-0.8447,0.4895,-0.7144,0.04233,-3.162
chief_complaint,2,75,3,3,0,5.254,2.82,-0.898,-4.35,0.004883,-5.32,0.05127,-2.97,0.6543,-0.424,0.2769,-1.284,0.01272,-4.363
chief_complaint,2,78,3,4,1,4.684,2.428,0.04065,-2.213,0.00879,-4.734,0.0718,-2.635,0.4092,-0.8936,0.4116,-0.8877,0.09863,-2.316
chief_complaint,2,85,3,3,0,4.438,0.8276,-2.025,-4.227,0.01172,-4.445,0.2925,-1.2295,0.579,-0.5464,0.1022,-2.281,0.01439,-4.242
chief_complaint,2,97,3,3,0,4.297,1.576,-0.597,-3.256,0.01367,-4.293,0.1577,-1.847,0.4736,-0.7476,0.3179,-1.146,0.0371,-3.293
chief_complaint,2,100,3,3,0,5.03,2.826,-0.10333,-3.428,0.006836,-4.984,0.04932,-3.01,0.4697,-0.7554,0.4426,-0.815,0.03143,-3.459
chief_complaint,2,104,3,3,0,5.047,2.408,-1.113,-4.195,0.006836,-4.984,0.0757,-2.582,0.6704,-0.4,0.2322,-1.46,0.01484,-4.21
chief_complaint,2,107,2,3,1,3.701,0.6147,-2.18,-3.975,0.02393,-3.732,0.3271,-1.117,0.5474,-0.6025,0.0831,-2.488,0.01845,-3.992
chief_complaint,2,112,2,3,1,5.137,3.041,-0.5425,-3.604,0.00586,-5.14,0.04004,-3.219,0.587,-0.5327,0.3408,-1.076,0.0265,-3.63
chief_complaint,2,114,3,3,0,4.62,1.975,-1.704,-4.11,0.009766,-4.63,0.1118,-2.191,0.7246,-0.322,0.1378,-1.981,0.01616,-4.125
chief_complaint,2,118,4,4,0,5.133,3.398,0.9575,-3.355,0.00586,-5.14,0.02637,-3.635,0.2451,-1.406,0.689,-0.3726,0.03372,-3.389
chief_complaint,2,122,3,3,0,4.426,1.461,-1.09,-3.883,0.01172,-4.445,0.1768,-1.733,0.5596,-0.5806,0.2316,-1.463,0.02017,-3.904
